path;data;extension;date;length;length_after_html_drop;@userName;hashtag;URLs;emoticon;emoji;length_after_cleaning_text;language;interjection;target
sms-spam-collection/_ham_/2246.tsms;   find       include    details;tsms;null;71;71; ; ; ; ; ;71;en;way -- out -- how -- ;ham
sms-spam-collection/_ham_/3095.tsms;  emigrated  ?   5.30   bit hopeful...;tsms;null;68;68; ; ; ; ; ;68;en;okay -- ;ham
sms-spam-collection/_ham_/5197.tsms;darren  saying  if  meeting da ge den  dun meet 4 dinner. cos   leave xy will feel awkward. den  meet him 4 lunch lor.;tsms;null;135;135; ; ; ; ; ;135;nl; ;ham
sms-spam-collection/_ham_/1214.tsms;yeah,    . ilol   ,  personally  wuldnt bother,           well!!;tsms;null;125;125; ; ; ; ; ;125;en;you know -- yeah -- well!! -- sure -- not -- bother -- ;ham
sms-spam-collection/_ham_/1742.tsms;   !       inside    bedroom...;tsms;null;75;75; ; ; ; ; ;75;en; ;ham
sms-spam-collection/_ham_/478.tsms;tension ah? machi? problem?;tsms;null;35;35; ; ; ; ; ;35;en;what -- ;ham
sms-spam-collection/_ham_/4142.tsms;beautiful truth expression   face     everyone...   depression  heart   understood    loved ones.. good ni8;tsms;null;154;154; ; ; ;" : ;-) "; ;148;en;understood -- good -- ;ham
sms-spam-collection/_ham_/4689.tsms;hmmm.   give    day..;tsms;null;41;41; ; ; ; ; ;41;en; ;ham
sms-spam-collection/_ham_/4353.tsms;hows  pain dear?   smiling?;tsms;null;34;34; ; ; ; ; ;34;en;why -- ;ham
sms-spam-collection/_ham_/4025.tsms; time ü wan today?;tsms;null;22;22; ; ; ; ; ;22;en;what -- time -- ;ham
sms-spam-collection/_ham_/3356.tsms;minimum walk  3miles  day.;tsms;null;30;30; ; ; ; ; ;30;en; ;ham
sms-spam-collection/_ham_/5052.tsms;  sister lor...   watched italian job.;tsms;null;47;47; ; ; ; ; ;47;en; ;ham
sms-spam-collection/_ham_/126.tsms;good stuff, will do.;tsms;null;21;21; ; ; ; ; ;21;cy; ;ham
sms-spam-collection/_ham_/5110.tsms; sign  maturity     start  big things..    ,   start understanding small things... *have  nice evening* bslvyl;tsms;null;155;155; ; ; ; ; ;155;en;when -- not -- nice -- ;ham
sms-spam-collection/_ham_/2344.tsms;1)   write message 2) put  dictionary mode 3)cover  screen  hand, 4)press <#> . 5)gently remove  hand..  interesting.. ;tsms;null;142;136; ; ; ;:) ; ;134;en; ;ham
sms-spam-collection/_ham_/4694.tsms;tessy..    favor.  convey  birthday wishes  nimya..  forget . today   birthday shijas;tsms;null;114;114; ; ; ; ; ;114;en;don't -- ;ham
sms-spam-collection/_ham_/1909.tsms; beautiful   ?  kind  ad  row    walked   pub??  wanted  night   miss ;tsms;null;106;106; ; ; ; ; ;106;en;out -- okay -- night -- hello -- ;ham
sms-spam-collection/_ham_/4975.tsms;aiyo   poor thing...    wan 2 eat?  bathe ?;tsms;null;63;63; ; ; ; ; ;63;en;so -- don't -- aiyo -- ;ham
sms-spam-collection/_ham_/2508.tsms;yup...;tsms;null;7;7; ; ; ; ; ;7;id; ;ham
sms-spam-collection/_ham_/190.tsms;  reached home.   bathe .   sister  net     finishes k...;tsms;null;89;89; ; ; ; ; ;89;en;when -- ;ham
sms-spam-collection/_ham_/940.tsms;. made   friday  stuffed    pig yesterday.   feel bleh.      writhing pain kind  bleh.;tsms;null;134;134; ; ; ; ; ;134;en;now -- not -- like -- bleh -- ;ham
sms-spam-collection/_ham_/951.tsms;awesome,     you'reply ;tsms;null;43;43; ; ; ; ; ;43;en; ;ham
sms-spam-collection/_ham_/1203.tsms;  ,  feel yesterday night  wait  2day night dear.;tsms;null;62;62; ; ; ; ; ;62;en;night -- ;ham
sms-spam-collection/_ham_/2066.tsms; daddy arranging time   time fetch ü mah...;tsms;null;51;51; ; ; ; ; ;51;en;what -- time -- see -- ;ham
sms-spam-collection/_ham_/2763.tsms;arr birthday today       oscar.;tsms;null;51;51; ; ; ;:) ; ;49;en;arr -- ;ham
sms-spam-collection/_ham_/1873.tsms;   didnt    meant. yep   baby jontin;tsms;null;56;56; ; ; ; ; ;56;en;what -- okay -- oh -- ;ham
sms-spam-collection/_ham_/2541.tsms;      snow,   start  8  9 pm tonight!   predicting  inch  accumulation.;tsms;null;113;113; ; ; ; ; ;113;en; ;ham
sms-spam-collection/_ham_/4114.tsms;thought      dinner.  treat !  ?;tsms;null;61;61; ; ; ; ; ;61;en;out -- okay -- ;ham
sms-spam-collection/_ham_/1215.tsms; text !  creepy    won'    forgot;tsms;null;64;64; ; ; ; ; ;64;en;so -- now! -- like -- ;ham
sms-spam-collection/_ham_/5279.tsms; ms   hard     person,       step foward  make  fall  love.. &  step back  ruin  friendship.. good night ... ;tsms;null;169;166; ; ; ;g: :-) ; ;161;en;you know -- when -- night -- good -- ;ham
sms-spam-collection/_ham_/1974.tsms;  askd   question  hours .  answer;tsms;null;54;54; ; ; ; ; ;54;en; ;ham
sms-spam-collection/_ham_/4813.tsms;  information '  usf , swing   room ;tsms;null;47;47; ; ; ; ; ;47;en;now -- ;ham
sms-spam-collection/_ham_/586.tsms;     headache      1 hour  sick time.;tsms;null;70;70; ; ; ; ; ;70;en;time -- ;ham
sms-spam-collection/_ham_/4415.tsms; stupid     challenge god.        write   respond immed.;tsms;null;104;104; ; ; ; ; ;104;en;what -- say -- how -- don't -- ;ham
sms-spam-collection/_ham_/2181.tsms;babe !    day ?     ?    ?  sip  cappuccino    ,  love ...  send  kiss      sea;tsms;null;155;155; ; ; ; ; ;155;en;what -- how -- doing -- ;ham
sms-spam-collection/_ham_/3.tsms;    early hor...     say...;tsms;null;50;50; ; ; ; ; ;50;en;you don't say -- so -- see -- say -- don't -- ;ham
sms-spam-collection/_ham_/1223.tsms;teach  apps .     college.;tsms;null;44;44; ; ; ; ; ;44;en;when -- come -- ;ham
sms-spam-collection/_ham_/5000.tsms;hmph.  head, big baller.;tsms;null;27;27; ; ; ; ; ;27;en;hmph -- ;ham
sms-spam-collection/_ham_/4211.tsms; da:)he  stupid da.. sending  this:)don     message.pandy   mental;tsms;null;103;103; ; ; ;:) ; ;100;en;like -- ;ham
sms-spam-collection/_ham_/5165.tsms; leave    ;tsms;null;24;24; ; ; ; ; ;24;en;okay -- ;ham
sms-spam-collection/_ham_/1559.tsms;message  .    truro hospital  ext.   phone  .     phone   side;tsms;null;98;98; ; ; ; ; ;98;en;here -- ;ham
sms-spam-collection/_ham_/1891.tsms;  drunk.   home    sleep!  good   full time work lark.;tsms;null;90;90; ; ; ; ; ;90;en;time -- this -- okay -- not -- good -- ;ham
sms-spam-collection/_ham_/1123.tsms;ok. ok..then..whats  todays plan;tsms;null;37;37; ; ; ; ; ;37;en;okay -- ;ham
sms-spam-collection/_ham_/5229.tsms; re-met alex nichols  middle school   turns   dealing!;tsms;null;72;72; ; ; ; ; ;72;en;out -- ;ham
sms-spam-collection/_ham_/4151.tsms;  work  mon  thurs  sat   leh... booked liao...   day  free?;tsms;null;91;91; ; ; ; ; ;91;en; ;ham
sms-spam-collection/_ham_/3757.tsms;yes:)here television     work place..;tsms;null;49;49; ; ; ; ; ;49;en; ;ham
sms-spam-collection/_ham_/3814.tsms;  wont belive god.  jesus.;tsms;null;38;38; ; ; ; ; ;38;en;not -- ;ham
sms-spam-collection/_ham_/1302.tsms; tot u reach liao. he said t-shirt.;tsms;null;37;37; ; ; ; ; ;37;ga; ;ham
sms-spam-collection/_ham_/1554.tsms;ok how you dear. did you call chechi;tsms;null;37;37; ; ; ; ; ;37;cy; ;ham
sms-spam-collection/_ham_/5277.tsms; yeah     fault;tsms;null;30;30; ; ; ; ; ;30;en;yeah -- oh yeah -- oh -- ;ham
sms-spam-collection/_ham_/2825.tsms;   buy lunch  me..  eat maggi mee..;tsms;null;48;48; ; ; ; ; ;48;en; ;ham
sms-spam-collection/_ham_/3872.tsms;yeah  usual guy'   town  there'reply  people   ;tsms;null;77;77; ; ; ; ; ;77;en;yeah -- out -- ;ham
sms-spam-collection/_ham_/3177.tsms;havent  waitin  usual... ü  back sch oredi?;tsms;null;55;55; ; ; ; ; ;55;en;come -- ;ham
sms-spam-collection/_ham_/4555.tsms;    dear.  read   exams;tsms;null;55;55; ; ; ; ; ;55;en; ;ham
sms-spam-collection/_ham_/4924.tsms; yah...   cancel leh... haha;tsms;null;38;38; ; ; ; ; ;38;en;oh -- haha -- ;ham
sms-spam-collection/_ham_/3635.tsms;  big difference. <#> versus <#>  <#> hours ;tsms;null;74;52; ; ; ; ; ;52;en; ;ham
sms-spam-collection/_ham_/4552.tsms;great.   safe trip.  panic surrender .;tsms;null;51;51; ; ; ; ; ;51;en;great -- don't -- ;ham
sms-spam-collection/_ham_/137.tsms;  .  call  meet ;tsms;null;35;35; ; ; ; ; ;35;en;there -- ;ham
sms-spam-collection/_ham_/1233.tsms;1' finish meeting call .;tsms;null;28;28; ; ; ; ; ;28;en; ;ham
sms-spam-collection/_ham_/5551.tsms; ,  people wear.  shirts, jumpers, hat, belt,    .    cribbs;tsms;null;88;88; ; ; ; ; ;88;en;you know -- what -- ;ham
sms-spam-collection/_ham_/2707.tsms;     tablets . reaction morning .;tsms;null;51;51; ; ; ; ; ;51;en;now -- morning -- ;ham
sms-spam-collection/_ham_/2667.tsms;*   nice day , impressively,   ,  home early   feel fine.     boring?! ' ,   remember.;tsms;null;141;141; ; ; ; ; ;141;en;now -- nice -- ;ham
sms-spam-collection/_ham_/4309.tsms;ha ha -  popped    loo   hello-ed . !;tsms;null;64;64; ; ; ; ; ;64;en;when -- loo -- hello! -- ha ha -- ha -- ;ham
sms-spam-collection/_ham_/3257.tsms;   people ?     tour ?  thought     sofa thing    ?  curious sugar;tsms;null;119;119; ; ; ; ; ;119;en;sugar -- doing -- ;ham
sms-spam-collection/_ham_/5195.tsms;it's wylie, you in tampa or sarasota?;tsms;null;38;38; ; ; ; ; ;38;id; ;ham
sms-spam-collection/_ham_/5113.tsms; reached sch already...;tsms;null;28;28; ; ; ; ; ;28;en; ;ham
sms-spam-collection/_ham_/2320.tsms;  place    .;tsms;null;31;31; ; ; ; ; ;31;en; ;ham
sms-spam-collection/_ham_/4620.tsms;,  call   meeting.;tsms;null;35;35; ; ; ; ; ;35;en;sorry -- later -- ;ham
sms-spam-collection/_ham_/664.tsms;leave  de. start prepare  next..;tsms;null;44;44; ; ; ;:-) :-) ; ;38;en;de -- ;ham
sms-spam-collection/_ham_/107.tsms;alright,  hit       cash;tsms;null;44;44; ; ; ; ; ;44;en;when -- alright -- ;ham
sms-spam-collection/_ham_/110.tsms; worry.  guess  busy.;tsms;null;31;31; ; ; ; ; ;31;en;don't -- ;ham
sms-spam-collection/_ham_/4742.tsms;  happy returns   day.    happy birthday.;tsms;null;63;63; ; ; ; ; ;63;en;happy birthday -- ;ham
sms-spam-collection/_ham_/1295.tsms;aiyah u did ok already lar. e nydc at wheellock?;tsms;null;49;49; ; ; ; ; ;49;so; ;ham
sms-spam-collection/_ham_/4238.tsms;life style garments account  .;tsms;null;39;39; ; ; ; ; ;39;en; ;ham
sms-spam-collection/_ham_/982.tsms;reckon     town  eightish  walk  * carpark.;tsms;null;62;62; ; ; ; ; ;62;en; ;ham
sms-spam-collection/_ham_/802.tsms;appointment   <time> .   fault    listen.  told   ;tsms;null;72;67; ; ; ; ; ;67;en;time -- not -- ;ham
sms-spam-collection/_ham_/3046.tsms;, yeah       bath      hair      ' , yeah?;tsms;null;102;102; ; ; ; ; ;102;en;yeah -- when -- so -- out -- hello -- come -- ;ham
sms-spam-collection/_ham_/211.tsms;what's up bruv, hope you had  great break.  have  rewarding semester.;tsms;null;74;74; ; ; ; ; ;74;br; ;ham
sms-spam-collection/_ham_/1581.tsms;  book chez jules  half ,  '   ?;tsms;null;63;63; ; ; ; ; ;63;en;okay -- ;ham
sms-spam-collection/_ham_/4043.tsms; time    ?;tsms;null;24;24; ; ; ; ; ;24;en;what -- time -- out -- get out -- ;ham
sms-spam-collection/_ham_/4015.tsms;,   text & drive coherently,    twenty ;tsms;null;62;59; ; ; ; ; ;59;en;sorry -- see -- ;ham
sms-spam-collection/_ham_/1983.tsms;hey    late... '  amk.   drink tea  coffee;tsms;null;62;62; ; ; ; ; ;62;en;hey -- ;ham
sms-spam-collection/_ham_/5452.tsms;sac   carry ;tsms;null;24;24; ; ; ;:) ; ;21;en; ;ham
sms-spam-collection/_ham_/2024.tsms;   movie theatre      watch unlimited movies   pay ?;tsms;null;85;85; ; ; ; ; ;85;en;there -- ;ham
sms-spam-collection/_ham_/4186.tsms;' good.   registered  vote?;tsms;null;39;39; ; ; ; ; ;39;en;good -- ;ham
sms-spam-collection/_ham_/1198.tsms;    lunch menu  . .  ;tsms;null;49;49; ; ; ; ; ;49;en; ;ham
sms-spam-collection/_ham_/1658.tsms;s:-)if    good partnership     lead;tsms;null;62;62; ; ; ;:) ; ;59;en;good -- ;ham
sms-spam-collection/_ham_/43.tsms;who are you seeing?;tsms;null;20;20; ; ; ; ; ;20;so; ;ham
sms-spam-collection/_ham_/3878.tsms; sir,   call  tomorrow.  senthil.hsbc;tsms;null;51;51; ; ; ; ; ;51;en;sorry -- ;ham
sms-spam-collection/_ham_/3237.tsms;alright text   you'reply back  miss    swing ,      door  ;tsms;null;93;93; ; ; ; ; ;93;en;when -- alright -- ;ham
sms-spam-collection/_ham_/3823.tsms; normal   ;tsms;null;25;25; ; ; ;:) ; ;22;en;here -- ;ham
sms-spam-collection/_ham_/4648.tsms;god created gap   fingers     special  fill  gaps  holding  hands..       created   gap  legs !!!;tsms;null;158;158; ; ; ; ; ;158;en;why -- so -- now -- don't -- ;ham
sms-spam-collection/_ham_/3623.tsms;  workout lor... muz lose  fats...;tsms;null;42;42; ; ; ; ; ;42;en; ;ham
sms-spam-collection/_ham_/2392.tsms;pick ur fone up now  dumb?;tsms;null;28;28; ; ; ; ; ;28;de; ;ham
sms-spam-collection/_ham_/2776.tsms; confirm eating  esplanade?;tsms;null;32;32; ; ; ; ; ;32;en; ;ham
sms-spam-collection/_ham_/3710.tsms;ok. ok..then..whats  todays plan;tsms;null;37;37; ; ; ; ; ;37;en;okay -- ;ham
sms-spam-collection/_ham_/1241.tsms;    speak text 2  ! hmm.     email?;tsms;null;54;54; ; ; ; ; ;54;en;yes -- oh -- hmm -- ;ham
sms-spam-collection/_ham_/4132.tsms;"""  luck  love .   fortune  love    loves . ,   miracle  love  person   love   u..."" good nyt...";tsms;null;156;156; ; ; ; ; ;156;en;good -- ;ham
sms-spam-collection/_ham_/5082.tsms;yeah, give   call     minute;tsms;null;44;44; ; ; ; ; ;44;en;yeah -- ;ham
sms-spam-collection/_ham_/2318.tsms;waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai..........;tsms;null;135;135; ; ; ; ; ;135;sw; ;ham
sms-spam-collection/_ham_/1357.tsms; ned  convince      witot hurting  feeling   main;tsms;null;82;82; ; ; ; ; ;82;en;not -- ;ham
sms-spam-collection/_ham_/466.tsms;great princess!  love giving  receiving oral. doggy style   favorite position.   ?  enjoy making love <#> times  night  ;tsms;null;149;142; ; ; ;:) ; ;140;en;night -- how -- great -- ;ham
sms-spam-collection/_ham_/5385.tsms;good day   too.pray  me.remove  teeth   painful maintaining  stuff.;tsms;null;89;89; ; ; ; ; ;89;en;stuff -- good -- ;ham
sms-spam-collection/_ham_/1532.tsms; dang!     send   ! laughing  loud!;tsms;null;48;48; ; ; ; ; ;48;en;out -- oh -- dang! -- ;ham
sms-spam-collection/_ham_/5312.tsms;yeah, '    thinking;tsms;null;33;33; ; ; ; ; ;33;en;yeah -- what -- ;ham
sms-spam-collection/_ham_/3029.tsms;you have got tallent but you are wasting.;tsms;null;42;42; ; ; ; ; ;42;ht; ;ham
sms-spam-collection/_ham_/2171.tsms;"""      imin town.dontmatter  urgoin outl8r, reallyneed 2docd. dontplease dontignore mycalls,  thecd isv.important tome 4 2moro""";tsms;null;162;162; ; ; ; ; ;162;en;now -- come -- ;ham
sms-spam-collection/_ham_/479.tsms;,   pick   8th  you'reply ?;tsms;null;47;47; ; ; ; ; ;47;en;when -- okay -- ;ham
sms-spam-collection/_ham_/4387.tsms;, instant message ..   snowboarding trip.   wondering   planning     befor  go.. meet  greet kind  affair? cheers,;tsms;null;146;146; ; ; ; ; ;146;en;cheers -- ;ham
sms-spam-collection/_ham_/640.tsms;  askd   question  hours .  answer;tsms;null;54;54; ; ; ; ; ;54;en; ;ham
sms-spam-collection/_ham_/4861.tsms;"""response""     powerful weapon 2 occupy  place   'heart'... ,  give response 2  cares 4 u""... good night..sweet dreams.. care";tsms;null;155;155; ; ; ; ; ;155;en;take care -- so -- good -- ;ham
sms-spam-collection/_ham_/1281.tsms; hold .     time    type  words;tsms;null;56;56; ; ; ; ; ;56;en;time -- this -- oh -- ;ham
sms-spam-collection/_ham_/3467.tsms; fuck ,   ,  find  excuse    tampa   point  january ;tsms;null;107;107; ; ; ; ; ;107;en;whatever -- fuck -- ;ham
sms-spam-collection/_ham_/1282.tsms;       stalk profiles?;tsms;null;46;46; ; ; ; ; ;46;en; ;ham
sms-spam-collection/_ham_/5270.tsms;"""er, enjoyin indians   mo..yep. sall good hehe ;> hows   sexy? pete xx""";tsms;null;83;83; ; ; ; ; ;83;en;hehe -- good -- er -- ;ham
sms-spam-collection/_ham_/1886.tsms;     gym   excuse  lazy people.  jog.;tsms;null;63;63; ; ; ; ; ;63;en; ;ham
sms-spam-collection/_ham_/1550.tsms;dude sucks  snake.     raiden  buff;tsms;null;51;51; ; ; ; ; ;51;en;dude -- ;ham
sms-spam-collection/_ham_/4057.tsms;"ha ha nan yalrigu heltini..  opinion kothi chikku,  shared  things  me..    told  body   uttered  word  u..   trusting          others..   time    words  me.., chikku:-);-)";tsms;null;256;256; ; ; ;B-) ; ;252;en;word -- time -- so -- okay -- how -- ha ha -- ha -- don't -- ;ham
sms-spam-collection/_ham_/2086.tsms;moji  love    words.   rich day;tsms;null;49;49; ; ; ; ; ;49;en; ;ham
sms-spam-collection/_ham_/5155.tsms;haven't left yet so probably gonna be here til dinner;tsms;null;54;54; ; ; ; ; ;54;br; ;ham
sms-spam-collection/_ham_/3816.tsms;  chikku..,     guy   stopped irritating  msging  u..;tsms;null;83;83; ; ; ; ; ;83;en;what -- okay -- not -- ;ham
sms-spam-collection/_ham_/3165.tsms;today   day.!     angry  ,    misbehaved  hurt ?    slap urself ,   fault, ' basically good;tsms;null;149;149; ; ; ; ; ;149;en;sorry -- good -- ;ham
sms-spam-collection/_ham_/862.tsms; brother   genius;tsms;null;25;25; ; ; ; ; ;25;en;brother -- ;ham
sms-spam-collection/_ham_/4650.tsms; protect   e-threats. sib  asks  sensitive information  passwords,atm/sms pin  email.  share  password  .;tsms;null;160;160; ; ; ; ; ;160;en;like -- ;ham
sms-spam-collection/_ham_/2237.tsms;  nelson   bb'   longer comin.  money   expecting aint coming;tsms;null;89;89; ; ; ; ; ;89;en; ;ham
sms-spam-collection/_ham_/3042.tsms;alright  time      ?;tsms;null;40;40; ; ; ; ; ;40;en;what -- time -- come -- alright -- ;ham
sms-spam-collection/_ham_/3149.tsms;"""cheers  tex mecause  werebored! yeah okden hunny  uin wk sat?sounds likeyour havin gr8fun ! keep updat countinlots of loveme xxxxx.""";tsms;null;139;139; ; ; ; ; ;139;de; ;ham
sms-spam-collection/_ham_/2144.tsms; stayin   trouble stranger!! dave   day hes sorted now!   bloke       girl mr! mum  thinks    2getha!;tsms;null;161;161; ; ; ; ; ;161;en;your mum -- when -- sorted -- saw -- out -- mum -- ;ham
sms-spam-collection/_ham_/1280.tsms;waiting 4  television show 2 start lor...  leh  busy   report?;tsms;null;70;70; ; ; ; ; ;70;en;doing -- ;ham
sms-spam-collection/_ham_/1513.tsms;hey sweet,   wondering     moment       ?    send  file     won'   yahoo     connection sucks, remember   set   page       download  format disc ?         ?         download big files ?    download stuff directly   internet.     great,  prey ... *teasing kiss*;tsms;null;459;459; ; ; ; ; ;459;en;you tell me -- you know -- yahoo -- when -- way -- stuff -- over -- how -- hey -- help -- great -- come -- ;ham
sms-spam-collection/_ham_/1170.tsms;messages   time pass. silently     thinking       making       4  moment. good nt.sweet drms ;tsms;null;147;147;@Shesil ; ; ; ; ;139;en;time -- say -- right -- now -- not -- good -- ;ham
sms-spam-collection/_ham_/3430.tsms;    jack shit    ' say/ask  helpful       pretend      text    response   hypotheticalhuagauahahuagahyuhagga;tsms;null;194;194; ; ; ; ; ;194;en;whatever -- shit -- not -- ;ham
sms-spam-collection/_ham_/2461.tsms;  talk   .  call   can.  calling.;tsms;null;65;65; ; ; ; ; ;65;en;when -- don't -- ;ham
sms-spam-collection/_ham_/3327.tsms;huh  fast...  means  havent finished painting?;tsms;null;53;53; ; ; ; ; ;53;en;so -- huh -- ;ham
sms-spam-collection/_ham_/899.tsms;thursday night? yeah,  thing,  work   ;tsms;null;57;57; ; ; ; ; ;57;en;yeah -- sure thing -- sure -- out -- night -- ;ham
sms-spam-collection/_ham_/1477.tsms;' watching lord   rings   sister  aft.   wan 2 meet  4 dinner  night  ?;tsms;null;79;79; ; ; ; ; ;79;en;this -- so -- not -- night -- ;ham
sms-spam-collection/_ham_/1353.tsms;let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in world....gnun - sent via way2sms.;tsms;null;122;122; ; ; ; ; ;122;br; ;ham
sms-spam-collection/_ham_/1505.tsms;  god. '  home;tsms;null;27;27; ; ; ; ; ;27;en;oh my god -- oh my -- oh -- ;ham
sms-spam-collection/_ham_/2931.tsms;wat'  dear ? sleeping ass hole?;tsms;null;34;34; ; ; ; ; ;34;en;doing -- ;ham
sms-spam-collection/_ham_/1459.tsms;fighting   world  easy,   win  lose bit torrent fightng     close    dificult   lose -  lose   win -   lose.;tsms;null;150;150; ; ; ; ; ;150;en; ;ham
sms-spam-collection/_ham_/3352.tsms;  time   coming.;tsms;null;29;29; ; ; ; ; ;29;en;what -- time -- ;ham
sms-spam-collection/_ham_/371.tsms;  boytoy ... geeee  miss      woke .       bed  , cuddling .  love  ...;tsms;null;130;130; ; ; ; ; ;130;en;here -- hello -- ;ham
sms-spam-collection/_ham_/638.tsms; ü login  time... dad fetching ü home ?;tsms;null;50;50; ; ; ; ; ;50;en;when -- now -- ;ham
sms-spam-collection/_ham_/1863.tsms;  thing   wanted    hurt .       . ' laugh,  embarassed, delete  tag   .      knew,  wasn'  .  fact    felt       hurt  shows        .   messy wednesday,   wasn' bad.  problem         time  clean ,   choose  .  skype,   pictures,  sleep,     .    mind   things   ,      make  bed,   throw laundry  top  ,      friend   house  ' embarassed  ' underwear  bras strewn   bed, pillows   floor, '  .     good    making  bed.;tsms;null;791;791; ; ; ; ; ;791;en;when -- time -- there -- really -- out -- not -- like -- here -- good -- fact -- ;ham
sms-spam-collection/_ham_/3079.tsms;   thought    expert;tsms;null;39;39; ; ; ; ; ;39;en;okay -- ;ham
sms-spam-collection/_ham_/5559.tsms;number  meant  calculation   .  <#> units  <#> .  school   expensive.   started practicing  accent.   important.    decided     4years  dental school       nmde exam. ;tsms;null;274;261; ; ; ; ; ;261;en;this -- same -- really -- doing -- ;ham
sms-spam-collection/_ham_/2929.tsms;anything...;tsms;null;12;12; ; ; ; ; ;12;tl; ;ham
sms-spam-collection/_ham_/5246.tsms;   temales   wonderful. .   great week.;tsms;null;67;67; ; ; ; ; ;67;en;thanks -- great -- ;ham
sms-spam-collection/_ham_/2819.tsms;thk    find   crap  far... weiyi  goin...  rest     yet...    4 dinner den      join...;tsms;null;124;124; ; ; ; ; ;124;en;what the -- what -- not -- don't -- crap -- ;ham
sms-spam-collection/_ham_/2904.tsms;  past   pain de.;tsms;null;28;28; ; ; ; ; ;28;en;how -- de -- ;ham
sms-spam-collection/_ham_/4056.tsms;  school starting.    stay. '  weather .   food.     social support system  friends   school.   things  important.;tsms;null;181;181; ; ; ; ; ;181;en;when -- like -- ;ham
sms-spam-collection/_ham_/1006.tsms;give        ;tsms;null;38;38; ; ; ; ; ;38;en; ;ham
sms-spam-collection/_ham_/1349.tsms; , relaxing  home.  super bowl plan?;tsms;null;52;52; ; ; ; ; ;52;en; ;ham
sms-spam-collection/_ham_/2812.tsms;thinkin     good.  drugs  ;tsms;null;53;53; ; ; ; ; ;53;en;good -- ;ham
sms-spam-collection/_ham_/2822.tsms; god..  teeth?  paining;tsms;null;38;38; ; ; ; ; ;38;en;oh -- is it -- ;ham
sms-spam-collection/_ham_/1306.tsms;designation  software developer      chennai;tsms;null;63;63; ; ; ;:) ; ;60;en; ;ham
sms-spam-collection/_ham_/5161.tsms;   bluray player ;tsms;null;29;29; ; ; ; ; ;29;en; ;ham
sms-spam-collection/_ham_/5283.tsms;     , princess? ;tsms;null;39;39; ; ; ;:) ; ;36;en;how -- ;ham
sms-spam-collection/_ham_/1840.tsms;    norm tomorrow?  finish   4.15   stop  tests.   sort library stuff    point tomo -  letter  today - access  end march     move !;tsms;null;192;192; ; ; ; ; ;192;en;stuff -- stop -- so -- out -- doing -- ;ham
sms-spam-collection/_ham_/4035.tsms;   2? thout     call me!! text back love ;tsms;null;55;55; ; ; ; ; ;55;en;what -- okay -- ;ham
sms-spam-collection/_ham_/532.tsms; today-sunday..sunday  holiday..  work..;tsms;null;51;51; ; ; ; ; ;51;en;what -- so -- ;ham
sms-spam-collection/_ham_/5119.tsms;aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....;tsms;null;89;89; ; ; ; ; ;89;et; ;ham
sms-spam-collection/_ham_/3731.tsms; guess     good  excuse  , laughing  loud.;tsms;null;52;52; ; ; ; ; ;52;en;out -- good -- ;ham
sms-spam-collection/_ham_/4575.tsms; but your not here....;tsms;null;25;25; ; ; ;:( ; ;23;br; ;ham
sms-spam-collection/_ham_/1982.tsms;,  call   meeting  thing related  trade  call arul. <#> ;tsms;null;89;84; ; ; ; ; ;84;en;sorry -- later -- ;ham
sms-spam-collection/_ham_/4105.tsms;    friend   ashwini   college?;tsms;null;49;49; ; ; ; ; ;49;en; ;ham
sms-spam-collection/_ham_/1787.tsms;    god created gap   fingers..?  ,    made    & fills  gaps  holding  hand  love..! ;tsms;null;152;149; ; ; ; ; ;149;en;you know -- why -- so -- ;ham
sms-spam-collection/_ham_/4312.tsms;      2waxsto    .     ill   medical insurance.  she'll    deliver   basic care. '  shopping    medical insurance  .   give   friday morning.   i.ll   major person   guide     insurance.;tsms;null;330;330; ; ; ; ; ;330;en;when -- what -- there -- so -- see -- right -- morning -- do what -- come -- ;ham
sms-spam-collection/_ham_/5171.tsms; '   lunch.;tsms;null;25;25; ; ; ; ; ;25;en;now -- ;ham
sms-spam-collection/_ham_/4732.tsms;k:)eng rocking  ashes;tsms;null;26;26; ; ; ;:) ; ;23;en; ;ham
sms-spam-collection/_ham_/2322.tsms;ok...;tsms;null;6;6; ; ; ; ; ;6;eu; ;ham
sms-spam-collection/_ham_/912.tsms;    hurt .;tsms;null;24;24; ; ; ; ; ;24;en;sorry -- ;ham
sms-spam-collection/_ham_/838.tsms;sir,    late  paying rent   past  months    pay  $ <#> charge.  felt    inconsiderate    nag    give  great cost    '   didnt speak .      recession  wont    pay  charge  month   askin  ahead  month' end.    .  ;tsms;null;373;367; ; ; ; ; ;367;en;why -- well -- this -- thanks -- hence -- help -- great -- ;ham
sms-spam-collection/_ham_/1495.tsms;       weather.  extra warm.   cold   .  lots  vitamin ;tsms;null;113;113; ; ; ; ; ;113;en;see -- ;ham
sms-spam-collection/_ham_/4223.tsms;year   ?  friend  mine' lookin  pick   tonight;tsms;null;66;66; ; ; ; ; ;66;en;later -- ;ham
sms-spam-collection/_ham_/5417.tsms;    chicken broth    ramen  '      ;tsms;null;91;91; ; ; ; ; ;91;en;not -- ;ham
